#--------------------------#
#PLATO:: 'Box_ODE' app
#Database (path to): '/Users/ecisneros/Packages/plato-database/'
#Mixture:            'air5'
#Kinetics:           'air5'
#Transfer:           'TTv'
# t [s]  Y_N  Y_O  Y_N2  Y_NO  Y_O2  Th [K]  Tv [K]  rho [kg/m^3]  p [Pa]  n [1/m^3]  E [J/kg]
   5.606397358880E-01   1.010878848129E-04   4.187517102206E-04   6.276390130978E-01   2.985093247347E-01   7.333182257243E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000963316260E+04   1.449291830340E+23   7.825798438330E+06
   5.745207358890E-01   1.032664779249E-04   4.277628629446E-04   6.276408486847E-01   2.985007253002E-01   7.332739667428E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.000984052690E+04   1.449306849670E+23   7.825999746460E+06
   5.887457358890E-01   1.054865418349E-04   4.369449608904E-04   6.276427187543E-01   2.984919631531E-01   7.332288658983E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.001005182790E+04   1.449322154140E+23   7.826204879770E+06
   6.033227358900E-01   1.077481833959E-04   4.462984127747E-04   6.276446233800E-01   2.984830379069E-01   7.331829211688E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.001026707520E+04   1.449337744430E+23   7.826413847660E+06
   6.182607358900E-01   1.100515858569E-04   4.558239425131E-04   6.276465627341E-01   2.984739488008E-01   7.331361293676E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.001048628550E+04   1.449353621780E+23   7.826626666390E+06
   6.335687358900E-01   1.123968478752E-04   4.655219233978E-04   6.276485368810E-01   2.984646954852E-01   7.330884886247E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.001070946780E+04   1.449369786800E+23   7.826843344620E+06
   6.492557358910E-01   1.147839798267E-04   4.753923629756E-04   6.276505458174E-01   2.984552779445E-01   7.330399989525E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.001093662220E+04   1.449386239530E+23   7.827063882770E+06
   6.653317358910E-01   1.172130507440E-04   4.854355106656E-04   6.276525895970E-01   2.984456959159E-01   7.329906592576E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.001116775480E+04   1.449402980400E+23   7.827288286670E+06
   6.818047358920E-01   1.196837307663E-04   4.956499661046E-04   6.276546679298E-01   2.984359507283E-01   7.329404764504E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.001140283350E+04   1.449420007080E+23   7.827516525300E+06
   6.986857358920E-01   1.221960401035E-04   5.060357758269E-04   6.276567808259E-01   2.984260423152E-01   7.328894504288E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.001164185960E+04   1.449437319670E+23   7.827748599960E+06
   7.159857358930E-01   1.247498865726E-04   5.165925211464E-04   6.276589281952E-01   2.984159710683E-01   7.328375832883E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.001188482350E+04   1.449454917470E+23   7.827984501580E+06
   7.337127358930E-01   1.273446240793E-04   5.273174934416E-04   6.276611094878E-01   2.984057395491E-01   7.327848884553E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.001213166320E+04   1.449472796000E+23   7.828224169890E+06
   7.518797358940E-01   1.299802235228E-04   5.382105343065E-04   6.276633246693E-01   2.983953478938E-01   7.327313667910E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.001238237520E+04   1.449490955000E+23   7.828467601630E+06
   7.704957358940E-01   1.326559484989E-04   5.492685617197E-04   6.276655731112E-01   2.983847990263E-01   7.326770335227E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.001263688880E+04   1.449509389340E+23   7.828714728200E+06
   7.895727358950E-01   1.353713703001E-04   5.604897655994E-04   6.276678544440E-01   2.983740946574E-01   7.326218976268E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.001289516240E+04   1.449528096020E+23   7.828965509420E+06
   8.091227358960E-01   1.381259224900E-04   5.718717666487E-04   6.276701681819E-01   2.983632370399E-01   7.325659708906E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.001315714160E+04   1.449547071090E+23   7.829219892400E+06
   8.291557358960E-01   1.409186201249E-04   5.834104568400E-04   6.276725134887E-01   2.983522300758E-01   7.325092735848E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.001342273190E+04   1.449566307720E+23   7.829477785600E+06
   8.496857358970E-01   1.437488936019E-04   5.951034446374E-04   6.276748898776E-01   2.983410760286E-01   7.324518175558E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.001369187850E+04   1.449585801930E+23   7.829739135830E+06
   8.707237358970E-01   1.466156066860E-04   6.069459982577E-04   6.276772963861E-01   2.983297793946E-01   7.323936261440E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.001396447260E+04   1.449605545840E+23   7.830003837600E+06
   8.922827358980E-01   1.495177456310E-04   6.189338927820E-04   6.276797321542E-01   2.983183441858E-01   7.323347202157E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.001424041720E+04   1.449625532430E+23   7.830271796730E+06
   9.143757358990E-01   1.524541368726E-04   6.310622443430E-04   6.276821961897E-01   2.983067750440E-01   7.322751238505E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.001451960010E+04   1.449645753570E+23   7.830542904330E+06
   9.370147358990E-01   1.554233134683E-04   6.433249586046E-04   6.276846872515E-01   2.982950777699E-01   7.322148670651E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.001480188120E+04   1.449666199100E+23   7.830817024410E+06
   9.602157359000E-01   1.584241649116E-04   6.557174146725E-04   6.276872044033E-01   2.982832567487E-01   7.321539726845E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.001508715420E+04   1.449686861340E+23   7.831094053910E+06
   9.839897359010E-01   1.614547598075E-04   6.682316035150E-04   6.276897460164E-01   2.982713196059E-01   7.320924801435E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.001537523490E+04   1.449707726940E+23   7.831373814020E+06
   1.008353735900E+00   1.645137628479E-04   6.808619798251E-04   6.276923109646E-01   2.982592716151E-01   7.320304167766E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.001566599590E+04   1.449728786670E+23   7.831656181000E+06
   1.033319735900E+00   1.675990279178E-04   6.935996526458E-04   6.276948974435E-01   2.982471212404E-01   7.319678263552E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.001595923270E+04   1.449750025720E+23   7.831940956290E+06
   1.058904735900E+00   1.707088536334E-04   7.064375694804E-04   6.276975040205E-01   2.982348751946E-01   7.319047436180E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.001625478290E+04   1.449771432340E+23   7.832227982390E+06
   1.085122735890E+00   1.738409860527E-04   7.193663991395E-04   6.277001288023E-01   2.982225423628E-01   7.318412144975E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.001655243190E+04   1.449792990970E+23   7.832517050880E+06
   1.111989735890E+00   1.769932329865E-04   7.323770691695E-04   6.277027699474E-01   2.982101313851E-01   7.317772836536E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.001685197100E+04   1.449814686500E+23   7.832807959060E+06
   1.139522735890E+00   1.801633314341E-04   7.454602185545E-04   6.277054255570E-01   2.981976511781E-01   7.317129971483E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.001715318480E+04   1.449836503330E+23   7.833100497750E+06
   1.167736735890E+00   1.833486049253E-04   7.586047826442E-04   6.277080933881E-01   2.981851122807E-01   7.316484094361E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.001745581860E+04   1.449858423000E+23   7.833394419680E+06
   1.196649735880E+00   1.865465391090E-04   7.718003683047E-04   6.277107713322E-01   2.981725245960E-01   7.315835716440E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.001775963320E+04   1.449880428200E+23   7.833689492540E+06
   1.226278735880E+00   1.897543244324E-04   7.850353691359E-04   6.277134570351E-01   2.981598991868E-01   7.315185408449E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.001806436140E+04   1.449902499580E+23   7.833985456900E+06
   1.256640735880E+00   1.929689787806E-04   7.982974752967E-04   6.277161480070E-01   2.981472477740E-01   7.314533776497E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.001836971990E+04   1.449924616600E+23   7.834282037460E+06
   1.287754735880E+00   1.961875620267E-04   8.115745513367E-04   6.277188417262E-01   2.981345820588E-01   7.313881410165E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.001867542920E+04   1.449946759040E+23   7.834578963260E+06
   1.319639735870E+00   1.994069624782E-04   8.248537522137E-04   6.277215357692E-01   2.981219139002E-01   7.313228961592E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.001898119370E+04   1.449968905470E+23   7.834875945910E+06
   1.352313735870E+00   2.026238087664E-04   8.381211786399E-04   6.277242271251E-01   2.981092569686E-01   7.312577091884E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.001928669330E+04   1.449991032720E+23   7.835172675770E+06
   1.385795735870E+00   2.058346817555E-04   8.513627325687E-04   6.277269130234E-01   2.980966245261E-01   7.311926503627E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.001959160330E+04   1.450013117260E+23   7.835468836910E+06
   1.420107735870E+00   2.090363089511E-04   8.645649271100E-04   6.277295907225E-01   2.980840294543E-01   7.311277858712E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.001989561310E+04   1.450035136600E+23   7.835764127660E+06
   1.455269735860E+00   2.122250855738E-04   8.777129105446E-04   6.277322572166E-01   2.980714859165E-01   7.310631887077E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.002019838070E+04   1.450057065970E+23   7.836058215710E+06
   1.491301735860E+00   2.153972931141E-04   8.907913677232E-04   6.277349094053E-01   2.980590085203E-01   7.309989341355E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.002049955330E+04   1.450078879810E+23   7.836350758350E+06
   1.528225735860E+00   2.185492878546E-04   9.037852971659E-04   6.277375442518E-01   2.980466115765E-01   7.309350958673E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.002079878540E+04   1.450100553100E+23   7.836641419830E+06
   1.566064735850E+00   2.216774135045E-04   9.166796515666E-04   6.277401587124E-01   2.980343094386E-01   7.308717478397E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.002109573020E+04   1.450122060730E+23   7.836929863330E+06
   1.604839735850E+00   2.247777686676E-04   9.294583775357E-04   6.277427495387E-01   2.980221174234E-01   7.308089689174E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.002139001800E+04   1.450143375910E+23   7.837215729500E+06
   1.644574735850E+00   2.278466386047E-04   9.421061979047E-04   6.277453136407E-01   2.980100501080E-01   7.307468341476E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.002168129680E+04   1.450164473140E+23   7.837498676310E+06
   1.685294735840E+00   2.308803321381E-04   9.546079362817E-04   6.277478479499E-01   2.979981219739E-01   7.306854180778E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.002196921690E+04   1.450185327110E+23   7.837778363930E+06
   1.727021735840E+00   2.338749102549E-04   9.669474012603E-04   6.277503491927E-01   2.979863484729E-01   7.306248002282E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.002225340510E+04   1.450205910780E+23   7.838054429800E+06
   1.769782735840E+00   2.368267943943E-04   9.791098915071E-04   6.277528143963E-01   2.979747436383E-01   7.305650527946E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.002253352270E+04   1.450226199610E+23   7.838326544640E+06
   1.813601735830E+00   2.397322050652E-04   9.910798791138E-04   6.277552404238E-01   2.979633222886E-01   7.305062520344E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.002280921190E+04   1.450246167700E+23   7.838594360680E+06
   1.858505735830E+00   2.425876035278E-04   1.002842834991E-03   6.277576243407E-01   2.979520982904E-01   7.304484693042E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.002308013760E+04   1.450265790770E+23   7.838857552420E+06
   1.904521735830E+00   2.453894982650E-04   1.014384440614E-03   6.277599632491E-01   2.979410853309E-01   7.303917748109E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.002334596990E+04   1.450285044930E+23   7.839115799010E+06
   1.951677735820E+00   2.481345362517E-04   1.025690925074E-03   6.277622543734E-01   2.979302965402E-01   7.303362362506E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.002360639140E+04   1.450303907180E+23   7.839368791950E+06
   2.000000000000E+00   2.508193603027E-04   1.036748523828E-03   6.277644949323E-01   2.979197450681E-01   7.302819211554E-02   1.000000000000E+04   5.000000000000E+02   6.939810430320E-03   2.002386108460E+04   1.450322354530E+23   7.839616222750E+06
